movie_title,title_year
Someone Like You...,2001.0
Her,2013.0
Eddie the Eagle,2016.0
Joy Ride,2001.0
The Adventurer: The Curse of the Midas Box,2013.0
Anywhere But Here,1999.0
Chasing Liberty,2004.0
The Crew,2000.0
Haywire,2011.0
Jaws: The Revenge,1987.0
Marvin's Room,1996.0
The Longshots,2008.0
The End of the Affair,1999.0
Harley Davidson and the Marlboro Man,1991.0
In the Valley of Elah,2007.0
Coco Before Chanel,2009.0
Forsaken,2015.0
Chéri,2009.0
Rogue            ,
Vanity Fair,2004.0
Bodyguards and Assassins,2009.0
1408,2007.0
Spaceballs,1987.0
The Water Diviner,2014.0
Ghost,1990.0
There's Something About Mary,1998.0
The Santa Clause,1994.0
The Rookie,2002.0
The Game Plan,2007.0
The Bridges of Madison County,1995.0
The Animal,2001.0
Gandhi,1982.0
The Hundred-Foot Journey,2014.0
The Net,1995.0
I Am Sam,2001.0
Son of God,2014.0
Underworld,2003.0
Derailed,2005.0
The Informant!,2009.0
Shadowlands,1993.0
Deuce Bigalow: European Gigolo,2005.0
Delivery Man,2013.0
Victor Frankenstein,2015.0
Our Kind of Traitor,2016.0
Saving Silverman,2001.0
Diary of a Wimpy Kid: Dog Days,2012.0
Summer of Sam,1999.0
Jay and Silent Bob Strike Back,2001.0
The Island,2005.0
The Glass House,2001.0
"Hail, Caesar!",2016.0
Josie and the Pussycats,2001.0
Homefront,2013.0
The Little Vampire,2000.0
I Heart Huckabees,2004.0
RoboCop 3,1993.0
Megiddo: The Omega Code 2,2001.0
Darling Lili,1970.0
Dudley Do-Right,1999.0
The Transporter Refueled,2015.0
The Libertine,2004.0
Black Book,2006.0
Joyeux Noel,2005.0
Hit and Run,2012.0
Mad Money,2008.0
Before I Go to Sleep,2014.0
Sorcerer,1977.0
Stone,2010.0
Molière,2007.0
Out of the Furnace,2013.0
Michael Clayton,2007.0
My Fellow Americans,1996.0
Arlington Road,1999.0
Underdogs,2013.0
To Rome with Love,2012.0
Firefox,1982.0
South Park: Bigger Longer & Uncut,1999.0
Death at a Funeral,2007.0
Teenage Mutant Ninja Turtles III,1993.0
Hardball,2001.0
Silver Linings Playbook,2012.0
Freedom Writers,2007.0
For Colored Girls,2010.0
The Transporter,2002.0
Never Back Down,2008.0
The Rage: Carrie 2,1999.0
The Bachelor            ,
Away We Go,2009.0
Swing Vote,2008.0
Moonlight Mile,2002.0
Tinker Tailor Soldier Spy,2011.0
Molly,1999.0
The Beaver,2011.0
The Best Little Whorehouse in Texas,1982.0
eXistenZ,1999.0
Raiders of the Lost Ark,1981.0
Home Alone 2: Lost in New York,1992.0
Close Encounters of the Third Kind,1977.0
Pulse,2006.0
Beverly Hills Cop II,1987.0
Bringing Down the House,2003.0
The Silence of the Lambs,1991.0
Wayne's World,1992.0
Jackass 3D,2010.0
Jaws 2,1978.0
Beverly Hills Chihuahua,2008.0
The Conjuring,2013.0
Are We There Yet?,2005.0
Tammy,2014.0
Disturbia,2007.0
School of Rock,2003.0
Mortal Kombat,1995.0
Wicker Park,2004.0
White Chicks,2004.0
The Descendants,2011.0
Holes,2003.0
The Last Song,2010.0
12 Years a Slave,2013.0
Drumline,2002.0
Why Did I Get Married Too?,2010.0
Edward Scissorhands,1990.0
Me Before You,2016.0
Madea's Witness Protection,2012.0
The French Connection,1971.0
Bad Moms,2016.0
Date Movie,2006.0
Return to Never Land,2002.0
Selma,2014.0
The Jungle Book 2,2003.0
Boogeyman,2005.0
Premonition,2007.0
The Tigger Movie,2000.0
Orphan,2009.0
Max,2015.0
Meet the Browns            ,
Epic Movie,2007.0
Conan the Barbarian,1982.0
Spotlight,2015.0
Lakeview Terrace,2008.0
The Grudge 2,2006.0
How Stella Got Her Groove Back,1998.0
Bill & Ted's Bogus Journey,1991.0
Man of the Year,2006.0
The Black Hole,1979.0
The American,2010.0
Selena,1997.0
Vampires Suck,2010.0
Babel,2006.0
This Is Where I Leave You,2014.0
Doubt,2008.0
Team America: World Police,2004.0
Texas Chainsaw 3D,2013.0
Copycat,1995.0
Scary Movie 5,2013.0
Paint Your Wagon,1969.0
Milk,2008.0
Risen,2016.0
Ghost Ship,2002.0
A Very Harold & Kumar 3D Christmas,2011.0
Wild Things,1998.0
The Stepfather,2009.0
The Debt,2010.0
High Fidelity,2000.0
One Missed Call,2008.0
Eye for an Eye,1996.0
The Bank Job,2008.0
Eternal Sunshine of the Spotless Mind,2004.0
You Again,2010.0
Street Kings,2008.0
The World's End,2013.0
Nancy Drew,2007.0
Daybreakers,2009.0
She's Out of My League,2010.0
Monte Carlo,2011.0
Stay Alive,2006.0
Quigley Down Under,1990.0
Alpha and Omega,2010.0
The Covenant,2006.0
Stick It,2006.0
Shorts,2009.0
To Die For,1995.0
Nerve,2016.0
Appaloosa,2008.0
Vampires,1998.0
Yu-Gi-Oh! Duel Monsters            ,
Psycho,1960.0
My Best Friend's Girl,2008.0
Endless Love,2014.0
Georgia Rule,2007.0
Under the Rainbow,1981.0
Ladyhawke,1985.0
Simon Birch,1998.0
Reign Over Me,2007.0
Into the Wild,2007.0
School for Scoundrels,2006.0
Silent Hill: Revelation 3D,2012.0
From Dusk Till Dawn,1996.0
Pooh's Heffalump Movie,2005.0
Home for the Holidays,1995.0
Kung Fu Hustle,2004.0
Fired Up            ,
The Country Bears,2002.0
The Kite Runner,2007.0
21 Grams,2003.0
Paparazzi,2004.0
Twilight,2008.0
A Guy Thing,2003.0
Loser,2000.0
Capitalism: A Love Story,2009.0
The Greatest Story Ever Told,1965.0
Secret in Their Eyes,2015.0
Disaster Movie,2008.0
Armored,2009.0
The Man Who Knew Too Little,1997.0
What's Your Number?,2011.0
Lockout,2012.0
Envy,2004.0
Crank: High Voltage,2009.0
Bullets Over Broadway,1994.0
One Night with the King,2006.0
The Quiet American,2002.0
The Weather Man,2005.0
Undisputed,2002.0
Ghost Town,2008.0
12 Rounds,2009.0
Let Me In,2010.0
3 Ninjas Kick Back,1994.0
Be Kind Rewind,2008.0
Mrs Henderson Presents,2005.0
Triple 9,2016.0
Deconstructing Harry,1997.0
Three to Tango,1999.0
Burnt,2015.0
We're No Angels,1989.0
Everyone Says I Love You,1996.0
Death at a Funeral,2007.0
Death Sentence,2007.0
Everybody's Fine,2009.0
Superbabies: Baby Geniuses 2,2004.0
The Man,2005.0
Code Name: The Cleaner,2007.0
Connie and Carla,2004.0
Sweet Charity,1969.0
Inherent Vice,2014.0
Doogal,2006.0
Battle of the Year,2013.0
Perception            ,
An American Carol,2008.0
Machete Kills,2013.0
Willard,2003.0
Strange Wilderness,2008.0
Topsy-Turvy,1999.0
Little Boy,2015.0
A Dangerous Method,2011.0
A Scanner Darkly,2006.0
Chasing Mavericks,2012.0
Alone in the Dark,2005.0
Bandslam,2009.0
Birth,2004.0
A Most Violent Year,2014.0
Passchendaele,2008.0
Flash of Genius,2008.0
I'm Not There.,2007.0
The Cold Light of Day,2012.0
The Brothers Bloom,2008.0
"Synecdoche, New York",2008.0
Princess Mononoke,1997.0
Bon voyage,2003.0
Can't Stop the Music,1980.0
The Proposition,2005.0
Courage,2015.0
Marci X,2003.0
Equilibrium,2002.0
The Children of Huang Shi,2008.0
The Yards,2000.0
The Oogieloves in the Big Balloon Adventure,2012.0
By the Sea,2015.0
Steamboy,2004.0
The Game of Their Lives,2005.0
All Good Things,2010.0
Rapa Nui,1994.0
CJ7,2008.0
Les couloirs du temps: Les visiteurs II,1998.0
Dylan Dog: Dead of Night,2010.0
People I Know,2002.0
The Doombolt Chase            ,
The Tempest,2010.0
Regression,2015.0
The Touch,2007.0
Three Kingdoms: Resurrection of the Dragon,2008.0
Shattered,2007.0
Zambezia,2012.0
Ramanujan,2014.0
Dwegons and Leprechauns,2014.0
Hands of Stone,2016.0
Survivor,2015.0
The Frozen Ground,2013.0
The Painted Veil,2006.0
The Baader Meinhof Complex,2008.0
Dances with Wolves,1990.0
Bad Teacher,2011.0
Sea of Love,1989.0
A Cinderella Story,2004.0
Scream,1996.0
Thir13en Ghosts,2001.0
The Shining,1980.0
Back to the Future,1985.0
House on Haunted Hill,1999.0
I Can Do Bad All by Myself,2009.0
Fight Valley,2016.0
The Switch,2010.0
Just Married,2003.0
The Devil's Double,2011.0
"Gone, Baby, Gone            ",
Thomas and the Magic Railroad,2000.0
The Crazies,2010.0
Spirited Away,2001.0
Firestorm,2013.0
The Bounty,1984.0
The Book Thief,2013.0
Sex Drive,2008.0
Leap Year,2010.0
The Fall of the Roman Empire,1964.0
Take Me Home Tonight,2011.0
Won't Back Down,2012.0
The Nutcracker,1993.0
Kansas City,1996.0
Indignation,2016.0
The Amityville Horror,2005.0
Adaptation.,2002.0
Land of the Dead,2005.0
Out of Inferno,2013.0
Fear and Loathing in Las Vegas,1998.0
The Invention of Lying,2009.0
Neighbors,2014.0
The Mask,1994.0
Big,1988.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006.0
Legally Blonde,2001.0
Star Trek III: The Search for Spock,1984.0
The Exorcism of Emily Rose,2005.0
Deuce Bigalow: Male Gigolo,1999.0
Left Behind,2014.0
The Family Stone,2005.0
Barbershop 2: Back in Business,2004.0
Bad Santa,2003.0
Austin Powers: International Man of Mystery,1997.0
My Big Fat Greek Wedding 2,2016.0
Diary of a Wimpy Kid: Rodrick Rules,2011.0
Predator,1987.0
Amadeus,1984.0
Prom Night,2008.0
Mean Girls,2004.0
Under the Tuscan Sun,2003.0
Gosford Park,2001.0
The O.C.            ,
Peggy Sue Got Married,1986.0
Birdman or (The Unexpected Virtue of Ignorance),2014.0
Blue Jasmine,2013.0
United 93,2006.0
Honey,2003.0
Glory,1989.0
Spy Hard,1996.0
The Fog,1980.0
Soul Surfer,2011.0
Catch-22,1970.0
Observe and Report,2009.0
Conan the Destroyer,1984.0
Raging Bull,1980.0
Love Happens,2009.0
Young Sherlock Holmes,1985.0
Fame,2009.0
127 Hours,2010.0
Small Time Crooks,2000.0
Center Stage,2000.0
Love the Coopers,2015.0
Catch That Kid,2004.0
Life as a House,2001.0
Steve Jobs,2015.0
"I Love You, Beth Cooper",2009.0
Youth in Revolt,2009.0
The Legend of the Lone Ranger,1981.0
The Tailor of Panama,2001.0
Blow Out,1981.0
Getaway,2013.0
The Ice Storm,1997.0
And So It Goes,2014.0
Troop Beverly Hills,1989.0
Being Julia,2004.0
9½ Weeks,1986.0
Dragonslayer,1981.0
The Last Station,2009.0
Ed Wood,1994.0
Labor Day,2013.0
Mongol: The Rise of Genghis Khan,2007.0
RocknRolla,2008.0
Megaforce,1982.0
Hamlet,1996.0
Mao's Last Dancer,2009.0
Midnight Special,2016.0
Anything Else,2003.0
The Railway Man,2013.0
Unforgettable            ,
The White Ribbon,2009.0
Restoration,2016.0
The Wraith,1986.0
The Salton Sea,2002.0
Metallica Through the Never,2013.0
The Informers,2008.0
Carlos            ,
I Come with the Rain,2009.0
One Man's Hero,1999.0
Day of the Dead,1985.0
I Am Wrath,2016.0
Renaissance,2006.0
Forsaken,2015.0
Red Sonja,1985.0
Red Lights,2012.0
Superbad,2007.0
Madea Goes to Jail,2009.0
Wolves,2014.0
Step Up 2: The Streets,2008.0
Hoodwinked!,2005.0
Hotel Rwanda,2004.0
Hitman,2007.0
Black Nativity,2013.0
The Prince,2014.0
City of Ghosts,2002.0
The Others,2001.0
Aliens,1986.0
My Fair Lady,1964.0
I Know What You Did Last Summer,1997.0
Let's Be Cops,2014.0
Sideways,2004.0
Beerfest,2006.0
Halloween,1978.0
Hero,2002.0
Good Boy!,2003.0
The Best Man Holiday,2013.0
Smokin' Aces,2006.0
Saw 3D: The Final Chapter,2010.0
40 Days and 40 Nights,2002.0
TRON: Legacy,2010.0
A Night at the Roxbury,1998.0
Beastly,2011.0
The Hills Have Eyes,2006.0
Dickie Roberts: Former Child Star,2003.0
"McFarland, USA",2015.0
Lottery Ticket,2010.0
ATL,2006.0
Pitch Perfect,2012.0
Summer Catch,2001.0
A Simple Plan,1998.0
They,2002.0
Larry the Cable Guy: Health Inspector,2006.0
The Adventures of Elmo in Grouchland,1999.0
Brooklyn's Finest,2009.0
55 Days at Peking,1963.0
Evil Dead,2013.0
My Life in Ruins,2009.0
American Dreamz,2006.0
Superman IV: The Quest for Peace,1987.0
How She Move,2007.0
Running Scared,2006.0
Bobby Jones: Stroke of Genius,2004.0
Shanghai Surprise,1986.0
The Illusionist,2006.0
Roar,1981.0
Veronica Guerin,2003.0
Escobar: Paradise Lost,2014.0
Southland Tales,2006.0
Dragon Hunters,2008.0
Damnation Alley,1977.0
The Apparition,2012.0
My Girl,1991.0
Fur: An Imaginary Portrait of Diane Arbus,2006.0
The Illusionist,2006.0
Wall Street,1987.0
Sense and Sensibility,1995.0
Becoming Jane,2007.0
Sydney White,2007.0
House of Sand and Fog,2003.0
Dead Poets Society,1989.0
Dumb & Dumber,1994.0
When Harry Met Sally...,1989.0
The Verdict,1982.0
Road Trip,2000.0
Varsity Blues,1999.0
The Artist,2011.0
The Unborn,2009.0
Moonrise Kingdom,2012.0
The Texas Chainsaw Massacre: The Beginning,2006.0
The Young Messiah,2016.0
The Master of Disguise,2002.0
Pan's Labyrinth,2006.0
The Messengers            ,
See Spot Run,2001.0
Baby Boy,2001.0
The Roommate,2011.0
Joe Dirt,2001.0
Double Impact,1991.0
Hot Fuzz,2007.0
The Women,2008.0
Vicky Cristina Barcelona,2008.0
Arn: The Knight Templar,2007.0
Bad Moms,2016.0
Boys and Girls,2000.0
White Oleander,2002.0
Jennifer's Body,2009.0
Drowning Mona,2000.0
Radio Days,1987.0
Left Behind,2014.0
Remember Me,2010.0
How to Deal,2003.0
My Stepmother Is an Alien,1988.0
Philadelphia,1993.0
The Thirteenth Floor,1999.0
The Cookout,2004.0
Meteor,1979.0
Duets,2000.0
Hollywood Ending,2002.0
Detroit Rock City,1999.0
Highlander,1986.0
Things We Lost in the Fire,2007.0
Steel,1997.0
The Immigrant,2013.0
The White Countess,2005.0
Trance,2013.0
Soul Plane,2004.0
Welcome to the Sticks,2008.0
Good,2008.0
Enter the Void,2009.0
Vamps,2012.0
Hachi: A Dog's Tale,2009.0
Zulu,2013.0
The Homesman,2014.0
Juwanna Mann,2002.0
Lilyhammer            ,
Ararat,2002.0
Madison,2001.0
Slow Burn,2005.0
Wasabi,2001.0
Slither,2006.0
Beverly Hills Cop,1984.0
Home Alone,1990.0
3 Men and a Baby,1987.0
Tootsie,1982.0
Top Gun,1986.0
"Crouching Tiger, Hidden Dragon",2000.0
American Beauty,1999.0
The King's Speech,2010.0
Twins,1988.0
Scream: The TV Series            ,
The Yellow Handkerchief,2008.0
The Color Purple,1985.0
Tidal Wave,2009.0
Ben-Hur,2016.0
The Imitation Game,2014.0
Private Benjamin,1980.0
Coal Miner's Daughter,1980.0
Diary of a Wimpy Kid,2010.0
Mama,2013.0
Halloween,1978.0
National Lampoon's Vacation,1983.0
Bad Grandpa,2013.0
The Queen,2006.0
Beetlejuice,1988.0
Why Did I Get Married?,2007.0
Little Women,1994.0
The Woman in Black,2012.0
When a Stranger Calls,2006.0
Big Fat Liar,2002.0
The Deer Hunter,1978.0
Wag the Dog,1997.0
The Lizzie McGuire Movie,2003.0
Snitch,2013.0
Krampus,2015.0
The Faculty,1998.0
What's Love Got to Do with It,1993.0
Cop Land,1997.0
Not Another Teen Movie,2001.0
End of Watch,2012.0
Aloha,2015.0
The Skulls,2000.0
The Theory of Everything,2014.0
Malibu's Most Wanted,2003.0
Where the Heart Is,2000.0
Lawrence of Arabia,1962.0
Halloween II,2009.0
Wild,2014.0
The Last House on the Left,2009.0
The Wedding Date,2005.0
Halloween: Resurrection,2002.0
Clash of the Titans,2010.0
The Princess Bride,1987.0
The Great Debaters,2007.0
Drive,2011.0
Confessions of a Teenage Drama Queen,2004.0
The Object of My Affection,1998.0
28 Weeks Later,2007.0
When the Game Stands Tall,2014.0
Because of Winn-Dixie,2005.0
Love & Basketball,2000.0
Grosse Pointe Blank,1997.0
All About Steve,2009.0
Book of Shadows: Blair Witch 2,2000.0
The Craft,1996.0
Match Point,2005.0
Ramona and Beezus,2010.0
The Remains of the Day,1993.0
Boogie Nights,1997.0
Nowhere to Run,1993.0
Flicka,2006.0
The Hills Have Eyes II,2007.0
Urban Legends: Final Cut,2000.0
Tuck Everlasting,2002.0
The Marine,2006.0
Keanu,2016.0
Country Strong,2010.0
Disturbing Behavior,1998.0
The Place Beyond the Pines,2012.0
The November Man,2014.0
Eye of the Beholder,1999.0
The Hurt Locker,2008.0
Firestarter,1984.0
Killing Them Softly,2012.0
A Most Wanted Man,2014.0
Freddy Got Fingered,2001.0
The Pirates Who Don't Do Anything: A VeggieTales Movie,2008.0
U2 3D,2007.0
Highlander: Endgame,2000.0
Idlewild,2006.0
One Day,2011.0
Whip It,2009.0
Knockaround Guys,2001.0
Confidence,2003.0
The Muse,1999.0
De-Lovely,2004.0
New York Stories,1989.0
Barney's Great Adventure,1998.0
The Man with the Iron Fists,2012.0
Home Fries,1998.0
Here on Earth,2000.0
Brazil,1985.0
Raise Your Voice,2004.0
The Dead Zone            ,
The Big Lebowski,1998.0
Black Snake Moan,2006.0
Dark Blue,2002.0
A Mighty Heart,2007.0
Whatever It Takes,2000.0
Boat Trip,2002.0
The Importance of Being Earnest,2002.0
The Love Letter,1998.0
Hoot,2006.0
In Bruges,2008.0
Peeples,2013.0
The Rocker,2008.0
Post Grad,2009.0
Promised Land,2012.0
Whatever Works,2009.0
The In Crowd,2000.0
Three Burials,2005.0
Jakob the Liar,1999.0
Kiss Kiss Bang Bang,2005.0
Idle Hands,1999.0
Mulholland Drive,2001.0
Blood and Chocolate,2007.0
You Will Meet a Tall Dark Stranger,2010.0
Never Let Me Go,2010.0
The Company            ,
Transsiberian,2008.0
The Clan of the Cave Bear,1986.0
Crazy in Alabama,1999.0
Funny Games,2007.0
Listening,2014.0
Felicia's Journey,1999.0
Metropolis,1927.0
District B13,2004.0
Things to Do in Denver When You're Dead,1995.0
The Assassin,2015.0
Buffalo Soldiers,2001.0
The Return,2003.0
Ong-bak 2,2008.0
Centurion,2010.0
Silent Trigger,1996.0
The Midnight Meat Train,2008.0
Winnie Mandela,2011.0
The Son of No One,2011.0
All the Queen's Men,2001.0
The Good Night,2007.0
Bathory: Countess of Blood,2008.0
Khumba,2013.0
Automata,2014.0
Dungeons & Dragons: Wrath of the Dragon God,2005.0
Chiamatemi Francesco - Il Papa della gente,2015.0
Shinjuku Incident,2009.0
Pandaemonium,2000.0
Groundhog Day,1993.0
Magic Mike XXL,2015.0
Romeo + Juliet,1996.0
Sarah's Key,2010.0
Freedom,2014.0
Unforgiven,1992.0
Manderlay,2005.0
Slumdog Millionaire,2008.0
Fatal Attraction,1987.0
Pretty Woman,1990.0
Towering Inferno            ,
Crocodile Dundee II,1988.0
Broken Horses,2015.0
Born on the Fourth of July,1989.0
Cool Runnings,1993.0
My Bloody Valentine,2009.0
The Possession,2012.0
First Blood,1982.0
Stomp the Yard,2007.0
The Spy Who Loved Me,1977.0
Ghost Hunters            ,
Urban Legend,1998.0
Dangerous Liaisons,1988.0
Good Deeds,2012.0
White Fang,1991.0
Superstar,1999.0
The Iron Lady,2011.0
Jonah: A VeggieTales Movie,2002.0
Poetic Justice,1993.0
All About the Benjamins,2002.0
Vampire in Brooklyn,1995.0
Exorcist II: The Heretic,1977.0
An American Haunting,2005.0
My Boss's Daughter,2003.0
A Perfect Getaway,2009.0
Our Family Wedding,2010.0
Dead Man on Campus,1998.0
Tea with Mussolini,1999.0
Thinner,1996.0
"New York, New York",1977.0
Crooklyn,1994.0
I Think I Love My Wife,2007.0
Jason X,2001.0
Big Fat Liar,2002.0
Bobby,2006.0
Head Over Heels,2001.0
Fun Size,2012.0
The Diving Bell and the Butterfly,2007.0
Little Children,2006.0
Gossip,2000.0
A Walk on the Moon,1999.0
Catch a Fire,2006.0
Soul Survivors,2001.0
Jefferson in Paris,1995.0
Easy Virtue,2008.0
Caravans,1978.0
Mr. Turner,2014.0
Wild Grass,2009.0
Amen.,2002.0
Reign of Assassins,2010.0
The Lucky Ones,2008.0
Margaret,2011.0
Stan Helsing,2009.0
Flipped,2010.0
Brokeback Mountain,2005.0
Teenage Mutant Ninja Turtles,2014.0
Clueless,1995.0
Far from Heaven,2002.0
Hot Tub Time Machine 2,2015.0
Dekalog            ,
Quills,2000.0
Seven Psychopaths,2012.0
The Caveman's Valentine,2001.0
The Border            ,
Downfall,2004.0
The Sea Inside,2004.0
Under the Skin,2013.0
"Good Morning, Vietnam",1987.0
The Last Godfather,2010.0
Justin Bieber: Never Say Never,2011.0
Black Swan,2010.0
RoboCop,2014.0
The Godfather: Part II,1974.0
Save the Last Dance,2001.0
A Nightmare on Elm Street 4: The Dream Master,1988.0
Miracles from Heaven,2016.0
"Dude, Where's My Car?",2000.0
Young Guns,1988.0
St. Vincent,2014.0
About Last Night,2014.0
10 Things I Hate About You,1999.0
The New Guy,2002.0
Loaded Weapon 1,1993.0
The Shallows,2016.0
The Butterfly Effect,2004.0
Snow Day,2000.0
This Christmas,2007.0
Baby Geniuses,1999.0
The Big Hit,1998.0
Harriet the Spy,1996.0
Child's Play 2,1990.0
No Good Deed,2014.0
The Mist,2007.0
Ex Machina,2015.0
Being John Malkovich,1999.0
Two Can Play That Game,2001.0
Earth to Echo,2014.0
Crazy/Beautiful,2001.0
Letters from Iwo Jima,2006.0
The Astronaut Farmer,2006.0
Woo,1998.0
Room,2015.0
Dirty Work,1998.0
Serial Mom,1994.0
Dick,1999.0
Del 1 - Män som hatar kvinnor            ,
Light It Up,1999.0
54,1998.0
Bubble Boy,2001.0
Birthday Girl,2001.0
21 & Over,2013.0
"Paris, je t'aime",2006.0
Resurrecting the Champ,2007.0
Admission,2013.0
The Widow of Saint-Pierre,2000.0
Chloe,2009.0
Faithful,1996.0
Brothers,2009.0
Find Me Guilty,2006.0
The Perks of Being a Wallflower,2012.0
Excessive Force,1993.0
Infamous,2006.0
The Claim,2000.0
The Vatican Tapes,2015.0
Attack the Block,2011.0
In the Land of Blood and Honey,2011.0
The Call,2013.0
Operation Chromite,2016.0
The Crocodile Hunter: Collision Course,2002.0
I Love You Phillip Morris,2009.0
Quest for Fire,1981.0
Antwone Fisher,2002.0
The Emperor's Club,2002.0
True Romance,1993.0
Womb,2010.0
Glengarry Glen Ross,1992.0
The Killer Inside Me,2010.0
Cat People,1982.0
Sorority Row,2009.0
The Prisoner of Zenda,1937.0
Lars and the Real Girl,2007.0
The Boy in the Striped Pajamas,2008.0
Dancer in the Dark,2000.0
Oscar and Lucinda,1997.0
The Funeral,1996.0
Solitary Man,2009.0
Machete,2010.0
Casino Jack,2010.0
The Land Before Time,1988.0
Tae Guk Gi: The Brotherhood of War,2004.0
The Perfect Game,2009.0
The Exorcist,1973.0
Jaws,1975.0
American Pie,1999.0
Ernest & Celestine,2012.0
The Golden Child,1986.0
Think Like a Man,2012.0
Barbershop,2002.0
Star Trek II: The Wrath of Khan,1982.0
Ace Ventura: Pet Detective,1994.0
WarGames,1983.0
Witness,1985.0
Act of Valor,2012.0
Step Up,2006.0
Beavis and Butt-Head Do America,1996.0
Jackie Brown,1997.0
Harold & Kumar Escape from Guantanamo Bay,2008.0
Chronicle,2012.0
Yentl,1983.0
Time Bandits,1981.0
Crossroads,2002.0
Project X,2012.0
Patton,1970.0
One Hour Photo,2002.0
Quarantine,2008.0
The Eye,2008.0
Johnson Family Vacation,2004.0
How High,2001.0
The Muppet Christmas Carol,1992.0
Casino Royale,2006.0
Frida,2002.0
Katy Perry: Part of Me,2012.0
The Fault in Our Stars,2014.0
Rounders,1998.0
Top Five,2014.0
Prophecy,1979.0
Stir of Echoes,1999.0
Spartacus: War of the Damned            ,
Philomena,2013.0
The Upside of Anger,2005.0
The Boys from Brazil,1978.0
Aquamarine,2006.0
Paper Towns,2015.0
My Baby's Daddy,2004.0
Nebraska,2013.0
Tales from the Crypt: Demon Knight,1995.0
Max Keeble's Big Move,2001.0
Young Adult,2011.0
Crank,2006.0
How to Be a Player,1997.0
Living Out Loud,1998.0
Just Wright,2010.0
Rachel Getting Married,2008.0
The Postman Always Rings Twice,1981.0
Girl with a Pearl Earring,2003.0
Das Boot,1981.0
The Alamo,2004.0
Sorority Boys,2002.0
About Time,2013.0
House of Flying Daggers,2004.0
Arbitrage,2012.0
Project Almanac,2015.0
Cadillac Records,2008.0
Screwed,2000.0
Fortress,1992.0
For Your Consideration,2006.0
Celebrity,1998.0
Running with Scissors,2006.0
From Justin to Kelly,2003.0
Girl 6,1996.0
In the Cut,2003.0
Two Lovers,2008.0
Last Orders,2001.0
The Host,2006.0
The Pursuit of D.B. Cooper,1981.0
Ravenous,1999.0
Charlie Bartlett,2007.0
The Great Beauty,2013.0
The Dangerous Lives of Altar Boys,2002.0
Stoker,2013.0
2046,2004.0
Married Life,2007.0
Duma,2005.0
Ondine,2009.0
Brother,2000.0
Welcome to Collinwood,2002.0
Critical Care,1997.0
The Life Before Her Eyes,2007.0
Darling Companion,2012.0
Trade,2007.0
Fateless,2005.0
Breakfast of Champions,1999.0
"A Woman, a Gun and a Noodle Shop",2009.0
Cypher,2002.0
City of Life and Death,2009.0
Home,2015.0
Legend of Kung Fu Rabbit,2011.0
Space Battleship Yamato,2010.0
5 Days of War,2011.0
Triangle,2009.0
10 Days in a Madhouse,2015.0
Heaven Is for Real,2014.0
Snatch,2000.0
Dancin' It's On,2015.0
Pet Sematary,1989.0
Madadayo,1993.0
The Cry of the Owl,2009.0
A Tale of Three Cities,2015.0
Gremlins,1984.0
Star Wars: Episode IV - A New Hope,1977.0
Dirty Grandpa,2016.0
Doctor Zhivago,1965.0
Trash,2014.0
High School Musical 3: Senior Year,2008.0
The Fighter,2010.0
Jackass Number Two,2006.0
My Cousin Vinny,1992.0
If I Stay,2014.0
Drive Hard,2014.0
Major League,1989.0
St. Trinian's,2007.0
Phone Booth,2002.0
A Walk to Remember,2002.0
Dead Man Walking,1995.0
Cruel Intentions,1999.0
Saw VI,2009.0
History of the World: Part I,1981.0
The Secret Life of Bees,2008.0
Corky Romano,2001.0
Raising Cain,1992.0
F.I.S.T.,1978.0
Invaders from Mars,1986.0
Brooklyn,2015.0
Barry Lyndon,1975.0
Out Cold,2001.0
The Ladies Man,2000.0
Quartet,2012.0
Tomcats,2001.0
Frailty,2001.0
Woman in Gold,2015.0
Kinsey,2004.0
Army of Darkness,1992.0
Slackers,2002.0
What's Eating Gilbert Grape,1993.0
The Visual Bible: The Gospel of John,2003.0
Vera Drake,2004.0
The Guru,2002.0
The Perez Family,1995.0
Inside Llewyn Davis,2013.0
O,2001.0
Return to the Blue Lagoon,1991.0
The Molly Maguires,1970.0
Romance & Cigarettes,2005.0
Copying Beethoven,2006.0
Poltergeist,1982.0
Brighton Rock,2010.0
Saw V,2008.0
Machine Gun McCain,1969.0
LOL,2012.0
Jindabyne,2006.0
Kabhi Alvida Naa Kehna,2006.0
An Ideal Husband,1999.0
The Last Days on Mars,2013.0
Darkness,2002.0
2001: A Space Odyssey,1968.0
E.T. the Extra-Terrestrial,1982.0
In the Land of Women,2007.0
The Blue Butterfly,2004.0
There Goes My Baby,1994.0
Lovesick            ,
Housefull,2010.0
September Dawn,2007.0
For Greater Glory: The True Story of Cristiada,2012.0
La Famille Bélier,2014.0
Good Will Hunting,1997.0
Misconduct,2016.0
Saw III,2006.0
Stripes,1981.0
Bring It On,2000.0
The Purge: Election Year,2016.0
She's All That,1999.0
Precious,2009.0
Saw IV,2007.0
White Noise,2005.0
Madea's Family Reunion,2006.0
The Color of Money,1986.0
The Longest Day,1962.0
The Mighty Ducks,1992.0
The Grudge,2004.0
Happy Gilmore,1996.0
Jeepers Creepers,2001.0
Bill & Ted's Excellent Adventure,1989.0
Oliver!,1968.0
